Country,City,Code,Depot Name,Address (Short),Latitude,Longitude,,
China,Xiamen,XIAE,Xiamen CIMC Hai Tou Logistics,"No. 111, Jiangang Rd, Haicang, Xiamen, China",24.4823,118.0396,,
China,Xiamen,XIAF,Xiamen Sanlly Container Services,"No. 205 Zhaishang W Rd, Huli, Xiamen 361016, China",24.5398,118.1284,,
China,Xiamen,XIAN04,"Xiamen Xiangyu Singamas Container Co., Ltd.","Xiangyu Modern Logistics Zone, Xiamen 361006, China",24.5196,118.0819,,
China,Yantai,YANA,SINOTRANS YANTAI STORAGE CO.,"Huanhai Rd 89, Zhifu, Yantai 264000, Shandong, China",37.5065,121.3722,,
Japan,Yokohama,YOKA,"Nippon Express Co., Ltd.","1-10 Honmoku Futo, Naka-ku, Yokohama 231-0811, Japan",35.4156,139.6848,,
Japan,Yokohama,YOKN,"The Sumitomo Warehouse Co., Ltd.","19 Honmoku Futo, Naka-ku, Yokohama 231, Japan",35.4156,139.6848,,
China,Yantian,YTI08,SHENZHEN GREATING FORTUNE AUTOMATIZATION,"NO 2, NAN TONG RD, PINGSHAN, SHENZHEN, China",22.6911,114.3468,,
China,Yantian,YTII,Guang Tong Depot,"East Port Area, Yanmei Rd, Yantian, Shenzhen, China",22.56,114.2376,,
China,Yantian,YTIL,"Brigantine Services (Shenzhen) Co., LTD.","No. 3, Jinlong Ave, Pingshan, Shenzhen, China",22.6911,114.3468,,
China,Yantian,YTIM,"Shenzhen REFINED Supply chain co., Ltd.","Jinke Rd, Longgang, Shenzhen, China",22.7196,114.2477,,
Mexico,Manzanillo,ZLOB,"Container Care ICAVE, S.A.","Carretera Manzanillo-Minatitlan km 3.5, Ejido Jalipa, Mexico",19.1083,-104.2857,,
Mexico,Manzanillo,ZLOONE,Groupo CIMA,"Carr. Manzanillo-Minatitlan km 3.5, Col. 28876, Mexico",19.1083,-104.2857,,
