COUNTRY,CITY,Size and Type,Price
Spain,Barcelona,20DD New,2900
Spain,Bilbao,20DD New,2900
Spain,Madrid,20DD New,2900
Spain,Valencia (Spain),20DD New,2900
Spain,Algeciras,20DD New,2900
Spain,Barcelona,20DD New,2900
Spain,Bilbao,20DD New,2900
Spain,Madrid,20DD New,2900
Spain,Valencia ,20DD New,2900
Sweden,Gothenburg,20DD New,2900
Sweden,Norrkoping,20DD New,2900
Switzerland,Basle,20DD New,2900
Taiwan,Kaohsiung,20DD New,2900
Taiwan,Keelung,20DD New,2900
Taiwan,Taichung,20DD New,2900
Tamil Nadu,Chennai,20DD New,2900
Thailand,Bangkok,20DD New,2900
Thailand,Laem Chabang,20DD New,2900
Turkey,Istanbul,20DD New,2900
Turkey,Mersin,20DD New,2900
Turkey,Gebze,20DD New,2900
Turkey,Mersin,20DD New,2900
United Arab Emirates,Dubai,20DD New,2900
United Arab Emirates,Jebel Ali,20DD New,2900
United Kingdom,Southampton,20DD New,2900
United Kingdom,Belfast,20DD New,2900
United Kingdom,Birmingham ,20DD New,2900
United Kingdom,Doncaster,20DD New,2900
United Kingdom,Glasgow,20DD New,2900
United Kingdom,Leeds,20DD New,2900
United Kingdom,Liverpool,20DD New,2900
United Kingdom,London,20DD New,2900
United States,"Atlanta, GA",20DD New,2900
United States,"Baltimore, MD",20DD New,2900
United States,"Boston, MA",20DD New,2900
United States,"Charleston, SC",20DD New,2900
United States,"Charlotte, NC",20DD New,2900
United States,"Chicago, IL",20DD New,2900
United States,"Cincinnati, OH",20DD New,2900
United States,"Cleveland, OH",20DD New,2900
United States,"Columbus, OH",20DD New,2900
United States,"Dallas, TX",20DD New,2900
United States,"Denver, CO",20DD New,2900
United States,"Detroit, MI",20DD New,2900
United States,"El Paso, TX",20DD New,2900
United States,Houston,20DD New,2900
United States,"Jacksonville, FL",20DD New,2900
United States,"Kansas City, KS",20DD New,2900
United States,"Long Beach, CA",20DD New,2900
United States,"Los Angeles, CA",20DD New,2900
United States,"Memphis, TN",20DD New,2900
United States,"Miami, FL",20DD New,2900
United States,"Minneapolis, MN",20DD New,2900
United States,"Mobile, AL",20DD New,2900
United States,"Nashville, TN",20DD New,2900
United States,"New Orleans, LA",20DD New,2900
United States,"New York, NY",20DD New,2900
United States,"Norfolk, VA",20DD New,2900
United States,"Oakland, CA",20DD New,2900
United States,"Omaha, NE",20DD New,2900
United States,"Phoenix, AZ",20DD New,2900
United States,"Salt Lake City, UT",20DD New,2900
United States,"Savannah, GA",20DD New,2900
United States,"Seattle, WA",20DD New,2900
United States,"Tampa, FL",20DD New,2900
United States,"Indianapolis, IN",20DD New,2900
Vietnam,Haiphong,20DD New,2900
Vietnam,Ho Chi Minh City,20DD New,2900
Australia,Adelaide,40HC DD New,4400
Australia,Brisbane,40HC DD New,4400
Australia,Fremantle,40HC DD New,4400
Australia,Melbourne,40HC DD New,4400
Australia,Sydney,40HC DD New,4400
Austria,Vienna,40HC DD New,4400
Bangladesh,Chittagong,40HC DD New,4400
Belarus,Minsk,40HC DD New,4400
Belgium,Antwerp,40HC DD New,4400
Brazil,Santos,40HC DD New,4400
Brazil,Paranagua,40HC DD New,4400
Cambodia,Phnom Penh,40HC DD New,4400
Canada,"Calgary, AB",40HC DD New,4400
Canada,"Edmonton, AB",40HC DD New,4400
Canada,"Halifax, NS",40HC DD New,4400
Canada,"Montreal, QC",40HC DD New,4400
Canada,"Toronto, ON",40HC DD New,4400
Canada,"Vancouver, BC",40HC DD New,4400
Canada,"Winnipeg, MB",40HC DD New,4400
Chile,Santiago,40HC DD New,4400
Chile,Valparaiso,40HC DD New,4400
China,Dalian,40HC DD New,4400
China,Fuzhou,40HC DD New,4400
China,Guangzhou,40HC DD New,4400
China,Hong Kong,40HC DD New,4400
China,Huangpu,40HC DD New,4400
China,Lianyungang,40HC DD New,4400
China,Nansha,40HC DD New,4400
China,Qingdao,40HC DD New,4400
China,Shanghai,40HC DD New,4400
China,Shekou,40HC DD New,4400
China,Shenzhen,40HC DD New,4400
China,Tianjin,40HC DD New,4400
China,Xiamen,40HC DD New,4400
China,Ningbo,40HC DD New,4400
China,Chengdu,40HC DD New,4400
China,Hong Kong,40HC DD New,4400
China,Huangpu,40HC DD New,4400
China,Nanjing,40HC DD New,4400
China,Yantian,40HC DD New,4400
Costa Rica,Limon,40HC DD New,4400
Denmark,Aarhus,40HC DD New,4400
Denmark,Copenhagen,40HC DD New,4400
England,Leeds,40HC DD New,4400
England,London,40HC DD New,4400
Estonia,Tallin,40HC DD New,4400
Finland,Helsinki,40HC DD New,4400
Finland,Kotka,40HC DD New,4400
Finland,Rauma,40HC DD New,4400
France,Dunkerque,40HC DD New,4400
France,Fos Sur Mer,40HC DD New,4400
France,Le Havre,40HC DD New,4400
France,Lyon,40HC DD New,4400
France,Marseille,40HC DD New,4400
France,Rouen,40HC DD New,4400
France,Bordeaux,40HC DD New,4400
France,Marseille,40HC DD New,4400
Georgia,Poti,40HC DD New,4400
Germany,Bremen,40HC DD New,4400
Germany,Duisburg,40HC DD New,4400
Germany,Hamburg,40HC DD New,4400
Germany,Mannheim,40HC DD New,4400
Germany,Ludwigshafen,40HC DD New,4400
Germany,Munich,40HC DD New,4400
Greece,Piraeus,40HC DD New,4400
Hungary,Budapest,40HC DD New,4400
India,Delhi,40HC DD New,4400
India,Kolkata(Calcutta),40HC DD New,4400
India,Mundra,40HC DD New,4400
India,Nhava Sheva,40HC DD New,4400
India,Chennai,40HC DD New,4400
India,Kolkata(Calcutta),40HC DD New,4400
India,Mumbai,40HC DD New,4400
India,Mundra,40HC DD New,4400
India,New Delhi ,40HC DD New,4400
India,Tuticorin,40HC DD New,4400
Indonesia,Belawan,40HC DD New,4400
Indonesia,Jakarta,40HC DD New,4400
Indonesia,Semarang,40HC DD New,4400
Indonesia,Surabaya,40HC DD New,4400
Israel,Ashdod,40HC DD New,4400
Italy,Genoa,40HC DD New,4400
Italy,La Spezia,40HC DD New,4400
Italy,Livorno,40HC DD New,4400
Italy,Milan,40HC DD New,4400
Italy,Modena,40HC DD New,4400
Italy,Padova,40HC DD New,4400
Italy,Trieste,40HC DD New,4400
Italy,Venice,40HC DD New,4400
Japan,Kobe,40HC DD New,4400
Japan,Yokohama,40HC DD New,4400
Japan,Hakata,40HC DD New,4400
Japan,Kobe,40HC DD New,4400
Japan,Nagoya,40HC DD New,4400
Japan,Osaka,40HC DD New,4400
Japan,Tokyo,40HC DD New,4400
Kazakhstan,Almaty,40HC DD New,4400
Kazakhstan,Tashkent,40HC DD New,4400
Kenya,Mombasa,40HC DD New,4400
Kenya,Nairobi,40HC DD New,4400
Malaysia,Penang,40HC DD New,4400
Malaysia,Port Kelang,40HC DD New,4400
Malaysia,Johar,40HC DD New,4400
Mexico,Altamira,40HC DD New,4400
Mexico,Manzanillo,40HC DD New,4400
Mexico,Mexico City,40HC DD New,4400
Mexico,Veracruz,40HC DD New,4400
Morocco,Casablanca,40HC DD New,4400
Netherlands,Rotterdam,40HC DD New,4400
New Zealand,Tauranga,40HC DD New,4400
New Zealand,Auckland,40HC DD New,4400
New Zealand,Tauranga,40HC DD New,4400
Oman,Sohar,40HC DD New,4400
Pakistan,Karachi,40HC DD New,4400
Peru,Callao,40HC DD New,4400
Philippines,Manila,40HC DD New,4400
Poland,Gdansk,40HC DD New,4400
Poland,Warsaw,40HC DD New,4400
Poland,Gdynia,40HC DD New,4400
Portugal,Leixoes,40HC DD New,4400
Portugal,Lisboa,40HC DD New,4400
Portugal,Leixoes,40HC DD New,4400
Portugal,Setubal,40HC DD New,4400
Republic of Ireland,Dublin,40HC DD New,4400
Romania,Constanta,40HC DD New,4400
Russia,Moscow,40HC DD New,4400
Russia,St Petersburg,40HC DD New,4400
